id_oferta,titulo,empresa,fuente,fecha_publicacion,provincia,modalidad,nivel,tipo_contrato,salario_min,salario_max,moneda,habilidades,descripcion
OF-01271,Ingeniero DevOps,,LinkedIn,2026-02-04,Panamá,Híbrido,Junior,Permanente,1750,2650,USD,"AWS, Azure, GCP, Git, Vue","Buscamos Ingeniero DevOps nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, GCP, Git. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01272,Desarrollador Frontend,Soluciones IT SA,Konzerta,2026-02-24,Panamá,Remoto,Junior,Permanente,2050,2800,USD,"Angular, Git, JavaScript, LLM/IA Generativa, React, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, JavaScript, LLM/IA Generativa. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01273,Analista de BI,Dell Panamá,LinkedIn,2025-07-29,Panamá,Híbrido,Junior,Permanente,1950,2550,USD,"PostgreSQL, Power BI, Python, Rust, SQL, Spark","Buscamos Analista de BI nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, Rust. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01274,Ingeniero Cloud,Dell Panamá,Computrabajo,2025-03-15,Chiriquí,Presencial,Semi Senior,Permanente,1750,2600,USD,"Azure, Docker, GCP, TypeScript","Buscamos Ingeniero Cloud nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Azure, Docker, GCP, TypeScript. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01275,Desarrollador Full Stack,BAC Credomatic,Konzerta,2025-08-19,Panamá,Remoto,Junior,Permanente,1550,2400,USD,"Docker, Git, JavaScript, React, TypeScript, Vue","Buscamos Desarrollador Full Stack nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Docker, Git, JavaScript, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01276,Analista de BI,Caja de Ahorros,encuentra24,2026-01-19,Panamá,Presencial,Semi Senior,Permanente,2000,2900,USD,"GCP, PostgreSQL, Power BI, Python, SQL","Buscamos Analista de BI nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en GCP, PostgreSQL, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01277,Ingeniero DevOps,DataPro Panamá,Computrabajo,2025-01-07,Panamá,Remoto,Senior,Freelance,3850,5650,USD,"AWS, Azure, Docker, Go","Buscamos Ingeniero DevOps nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, Go. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01278,Ingeniero Cloud,DataPro Panamá,encuentra24,2025-12-18,Panamá,Presencial,Semi Senior,Permanente,1850,2750,USD,"Azure, Kubernetes, Python","Buscamos Ingeniero Cloud nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Azure, Kubernetes, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01279,Administrador de BD,Copa Airlines,encuentra24,2025-01-12,Panamá,Presencial,Junior,Permanente,,2100,USD,"MongoDB, Oracle, PostgreSQL, Python, SQL","Buscamos Administrador de BD nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en MongoDB, Oracle, PostgreSQL, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01280,Ingeniero de Datos,Globant,Computrabajo,2026-01-18,Colón,Presencial,Senior,Por Proyecto,3300,4100,USD,"AWS, PostgreSQL, Power BI, Python, Rust, SQL, Spark","Buscamos Ingeniero de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, PostgreSQL, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01281,Administrador de BD,MultiBank,Konzerta,2025-08-22,Panamá Oeste,Remoto,Semi Senior,Permanente,2350,,USD,"LLM/IA Generativa, MongoDB, Oracle, PostgreSQL, Python, SQL","Buscamos Administrador de BD nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, MongoDB, Oracle, PostgreSQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01282,Desarrollador Frontend,Dell Panamá,Konzerta,2025-08-08,Panamá,Híbrido,Junior,Temporal,,2050,USD,"GCP, Git, JavaScript, React, Vue","Buscamos Desarrollador Frontend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en GCP, Git, JavaScript, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01283,Ingeniero DevOps,Banistmo,Computrabajo,2025-01-14,Panamá,Remoto,Senior,Permanente,3650,4750,USD,"AWS, Azure, Docker, Git, Kubernetes","Buscamos Ingeniero DevOps nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, Git. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01284,Desarrollador Frontend,Avianca Tech,Konzerta,2026-01-22,Panamá,Presencial,Senior,Freelance,2300,3500,USD,"Angular, Git, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, TypeScript, Vue. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01285,Ingeniero Cloud,Soluciones IT SA,encuentra24,2025-10-21,Los Santos,Híbrido,Senior,Permanente,4050,5650,USD,"AWS, Azure, Docker, GCP, Kubernetes, Python, Spark","Buscamos Ingeniero Cloud nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01286,Científico de Datos,Innovatec,encuentra24,2025-05-17,Panamá Oeste,Remoto,Junior,Permanente,2000,2800,USD,"LLM/IA Generativa, Machine Learning, Power BI, Python, SQL","Buscamos Científico de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01287,Ingeniero de IA/ML,GBM Panamá,LinkedIn,2025-03-21,Panamá,Remoto,Lead,Freelance,4200,5850,USD,"AWS, LLM/IA Generativa, Machine Learning, Python, Spark","Buscamos Ingeniero de IA/ML nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, Machine Learning, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01288,Desarrollador Backend,Banistmo,Computrabajo,2025-04-03,Panamá,Presencial,Junior,Permanente,1800,2400,USD,".NET, C#, Git, Java, LLM/IA Generativa, Node.js, Python","Buscamos Desarrollador Backend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en .NET, C#, Git, Java. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01289,Desarrollador Frontend,MultiBank,Konzerta,2026-02-17,Panamá,Híbrido,Semi Senior,Permanente,1900,2500,USD,"Angular, Git, JavaScript, React, TypeScript","Buscamos Desarrollador Frontend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, JavaScript, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01290,Desarrollador Full Stack,Avianca Tech,LinkedIn,2025-03-19,Panamá Oeste,Híbrido,Junior,Freelance,,2500,USD,"Kubernetes, Python, React, TypeScript","Buscamos Desarrollador Full Stack nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Kubernetes, Python, React, TypeScript. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01291,Desarrollador Full Stack,Innovatec,encuentra24,2025-10-28,Panamá Oeste,Presencial,Junior,Freelance,1500,,USD,"Docker, Git, Machine Learning, React, SQL, TypeScript","Buscamos Desarrollador Full Stack nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Docker, Git, Machine Learning, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01292,Desarrollador Full Stack,Caja de Ahorros,encuentra24,2024-12-18,Panamá,Híbrido,Junior,Permanente,,2500,USD,"Docker, Git, JavaScript, Python, React, SQL, TypeScript","Buscamos Desarrollador Full Stack nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Docker, Git, JavaScript, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01293,Ingeniero de IA/ML,Avianca Tech,encuentra24,2025-02-20,Los Santos,Remoto,Semi Senior,Permanente,2450,,USD,"AWS, LLM/IA Generativa, Machine Learning, Python, Spark","Buscamos Ingeniero de IA/ML nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, Machine Learning, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01294,Analista de BI,Procesos y Sistemas,Konzerta,2024-12-31,Panamá,Remoto,Junior,Temporal,2100,2650,USD,"Kubernetes, PostgreSQL, Power BI, Python, SQL","Buscamos Analista de BI nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Kubernetes, PostgreSQL, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01295,Analista de BI,Soluciones IT SA,LinkedIn,2025-06-19,Colón,Presencial,Lead,Por Proyecto,,4700,USD,"PostgreSQL, Power BI, Python, SQL, Spark, TypeScript","Buscamos Analista de BI nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01296,Desarrollador Full Stack,Nearshore Devs,Computrabajo,2026-04-01,Panamá,Presencial,Junior,Permanente,1650,2150,USD,"Docker, JavaScript, Python, React, SQL, TypeScript","Buscamos Desarrollador Full Stack nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Docker, JavaScript, Python, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01297,Ingeniero de Datos,Banco General,Konzerta,2026-01-10,Panamá,Presencial,Junior,Freelance,1900,2350,USD,"AWS, PostgreSQL, Power BI, Python, SQL, Spark","Buscamos Ingeniero de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, PostgreSQL, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01298,Desarrollador Full Stack,Caja de Ahorros,Konzerta,2025-11-23,Panamá,Híbrido,Lead,Temporal,4050,5800,USD,"Docker, JavaScript, React, SQL","Buscamos Desarrollador Full Stack nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en Docker, JavaScript, React, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01299,Desarrollador Frontend,Caja de Ahorros,Konzerta,2025-05-12,Panamá,Presencial,Semi Senior,Freelance,,2400,USD,"Angular, Git, JavaScript, React, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, JavaScript, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01300,Administrador de BD,Nearshore Devs,LinkedIn,2025-10-19,Panamá,Híbrido,Junior,Permanente,1700,2200,USD,"MongoDB, Oracle, PostgreSQL, Python, SQL, Vue","Buscamos Administrador de BD nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en MongoDB, Oracle, PostgreSQL, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00479,Ingeniero DevOps,Globant,encuentra24,2025-02-15,Panamá,Presencial,Semi Senior,Permanente,2600,3200,USD,"AWS, Azure, Docker, GCP, Git, Kubernetes","Buscamos Ingeniero DevOps nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00722,Ingeniero de IA/ML,Cable & Wireless,encuentra24,2025-07-15,Panamá,Remoto,Junior,Por Proyecto,2600,,USD,"AWS, LLM/IA Generativa, Machine Learning, Python, Spark","Buscamos Ingeniero de IA/ML nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, Machine Learning, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00313,Analista de BI,MultiBank,Konzerta,2025-06-15,Colón,Remoto,Junior,Por Proyecto,1350,1850,USD,"PostgreSQL, Power BI, Python, SQL","Buscamos Analista de BI nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00661,Ingeniero Cloud,Panama Digital,encuentra24,2025-07-25,Panamá,Remoto,Senior,Permanente,3400,4650,USD,"AWS, GCP, Machine Learning, Python","Buscamos Ingeniero Cloud nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, GCP, Machine Learning, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00824,Desarrollador Full Stack,DataPro Panamá,encuentra24,2025-10-14,Panamá,Híbrido,Junior,Por Proyecto,1800,2350,USD,"Go, JavaScript, Node.js, Python, TypeScript","Buscamos Desarrollador Full Stack nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Go, JavaScript, Node.js, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00116,Analista de BI,DataPro Panamá,Konzerta,2025-05-11,Colón,Remoto,Senior,Permanente,3250,4000,USD,"Go, LLM/IA Generativa, PostgreSQL, Python, SQL","Buscamos Analista de BI nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Go, LLM/IA Generativa, PostgreSQL, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00902,Ingeniero Cloud,DataPro Panamá,LinkedIn,2025-07-05,Panamá,Presencial,Semi Senior,Permanente,2750,3650,USD,"AWS, Azure, Docker, Machine Learning, Python","Buscamos Ingeniero Cloud nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, Machine Learning. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00632,Ingeniero Cloud,BAC Credomatic,LinkedIn,2025-10-28,Panamá,Híbrido,Junior,Temporal,2000,2750,USD,"AWS, Docker, Kubernetes, Python, Spark","Buscamos Ingeniero Cloud nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Docker, Kubernetes, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01103,Desarrollador Full Stack,Dell Panamá,encuentra24,2025-10-12,Panamá,Presencial,Semi Senior,Permanente,1950,2500,USD,"Docker, Git, JavaScript, Python, TypeScript","Buscamos Desarrollador Full Stack nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Docker, Git, JavaScript, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00102,Ingeniero de Datos,,Konzerta,2024-11-20,Panamá,Presencial,Junior,Permanente,2000,2500,USD,"AWS, PostgreSQL, Power BI, Python, SQL, Spark","Buscamos Ingeniero de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, PostgreSQL, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00803,Analista de BI,,LinkedIn,2025-08-29,Panamá,Remoto,Semi Senior,Por Proyecto,,3650,USD,"PostgreSQL, Power BI, Python, Rust, SQL","Buscamos Analista de BI nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, Rust. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01250,Ingeniero de IA/ML,Avianca Tech,encuentra24,2025-10-11,Herrera,Presencial,Senior,Por Proyecto,2700,4000,USD,"AWS, LLM/IA Generativa, Machine Learning, Spark","Buscamos Ingeniero de IA/ML nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, Machine Learning, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00629,Científico de Datos,Banco General,encuentra24,2025-10-17,Panamá,Presencial,Semi Senior,Por Proyecto,2300,,USD,"LLM/IA Generativa, Machine Learning, Power BI, Python, SQL","Buscamos Científico de Datos nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00655,Desarrollador Frontend,Nearshore Devs,encuentra24,2025-01-28,Panamá,Remoto,Junior,Permanente,1250,1550,USD,"Git, JavaScript, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Git, JavaScript, TypeScript, Vue. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00866,Desarrollador Backend,BAC Credomatic,Computrabajo,2025-03-19,Panamá Oeste,Presencial,Semi Senior,Permanente,2050,3200,USD,".NET, C#, Git, Java, Node.js, Spring, Vue","Buscamos Desarrollador Backend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en .NET, C#, Git, Java. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00221,Desarrollador Backend,Globant,LinkedIn,2025-04-16,Panamá Oeste,Híbrido,Senior,Permanente,3000,4650,USD,".NET, Git, Node.js, Python, SQL, Spring, TypeScript","Buscamos Desarrollador Backend nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en .NET, Git, Node.js, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-01166,Ingeniero DevOps,Dell Panamá,Konzerta,2025-12-13,Panamá,Presencial,Semi Senior,Permanente,2200,3350,USD,"AWS, Azure, Docker, GCP, Rust","Buscamos Ingeniero DevOps nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00701,Ingeniero DevOps,Caja de Ahorros,Computrabajo,2025-11-18,Colón,Presencial,Lead,Permanente,3000,4350,USD,"AWS, Azure, Docker, Kubernetes","Buscamos Ingeniero DevOps nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, Kubernetes. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00539,Desarrollador Full Stack,Dell Panamá,Konzerta,2025-10-03,Los Santos,Presencial,Semi Senior,Permanente,1500,1850,USD,"Docker, Git, JavaScript, Python, SQL","Buscamos Desarrollador Full Stack nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Docker, Git, JavaScript, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00185,Ingeniero de Datos,Procesos y Sistemas,LinkedIn,2025-07-18,Herrera,Híbrido,Semi Senior,Temporal,2350,3100,USD,"AWS, LLM/IA Generativa, PostgreSQL, Power BI, Python, Spark","Buscamos Ingeniero de Datos nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, PostgreSQL, Power BI. Ofrecemos crecimiento profesional y ambiente colaborativo."
